,economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,fin10,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin14a,fin14b,fin14c,fin15,fin16,fin17a,fin17b,fin19,fin20,fin21,fin22a,fin22b,fin22c,fin24,fin25,fin26,fin27a,fin27b,fin27c1,fin27c2,fin28,fin29a,fin29b,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31c,fin32,fin33,fin34a,fin34b,fin34c1,fin34c2,fin35,fin36,fin37,fin38,fin39a,fin39b,fin39c1,fin39c2,fin40,fin41,fin42,fin43a,fin43b,fin43c1,fin43c2,fin44,fin45,fin46,fin47a,fin47b,fin47c1,fin47c2,fin47c3,fin47c4,fin47c5,mobileowner,fin48,account_fin,account_mob,account,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,pay_onlne,pay_onlne_mobintbuy,pay_cash,pay_cash_mobintbuy,% deviation from mean age
114815,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,150898577,1.49256857526157,2,48.0,2.0,3,1.0,2,,,2.0,2.0,2,,2.0,2.0,,,,,,,,,2,2,,1,1,2,2.0,2,2,1,2,2,,1,5.0,1.0,1.0,2.0,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,1,0.0,1,1,1,4,4,4,2.0,2,1.0,0.0,,0.0,,18.594653357711135
114816,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,134790249,0.519186476950364,1,17.0,1.0,3,0.0,2,,,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,1,2,2,1.0,1,1,1,2,1,1.0,1,1.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,1,0.0,1,1,1,4,4,4,4.0,2,5.0,0.0,,0.0,,57.99772693581064
114817,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,188076143,2.24224255752825,1,18.0,1.0,1,1.0,2,,,,,2,,,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,4,5.0,0.0,,0.0,,55.52700499085832
114818,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,113245612,0.908018874452991,2,17.0,2.0,4,0.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,1,2,4,4,4.0,4,5.0,0.0,,0.0,,57.99772693581064
114819,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,179165142,0.389814670797586,1,32.0,2.0,5,1.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,,,,,,,,,2,1,2.0,1,1,1,2.0,2,2,2,2,1,,1,3.0,2.0,,,,,2.0,,,,,2,,,,1,1.0,1.0,2.0,,,1.0,1.0,1,2,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,1,1,4,4.0,4,5.0,0.0,0.0,1.0,1.0,20.93689776152591
114820,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,210105424,1.90689341737546,1,21.0,1.0,1,1.0,2,,,,,2,,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,0,0,4,4,4,2.0,4,5.0,0.0,,0.0,,48.11483915600138
114821,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,160241177,2.4574927391573,1,17.0,2.0,1,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,1,2,1,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,,57.99772693581064
114822,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,202233202,0.931072250465456,2,48.0,2.0,3,1.0,2,,,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,1,1,2.0,2,2,1,1,1,,1,1.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,1,0.0,1,1,1,4,3,4,4.0,2,5.0,0.0,,0.0,,18.594653357711135
114823,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,204617374,0.33175597981973,2,30.0,2.0,5,1.0,2,,,,,2,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2,2,,1,1,1,1.0,2,1,1,1,1,1.0,1,3.0,1.0,2.0,1.0,,,1.0,2.0,1.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,2,2.0,0.0,,0.0,,25.878341651430542
114824,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,139138242,0.889809627223303,2,70.0,1.0,4,0.0,2,,,,,2,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,,2,1,2,2.0,2,1,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,4,5.0,0.0,,0.0,,72.95053614666207
114825,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,202739843,0.764672841502054,2,67.0,1.0,1,0.0,2,,,,,2,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,,2,1,2,2.0,2,2,2,2,1,,1,1.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2,,,,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,0,0.0,0,1,1,2,4,4,2.0,4,4.0,0.0,,0.0,,65.53837031180512
114826,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,162679958,1.84311955436797,1,16.0,2.0,2,0.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,,60.468448880762956
114827,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,139237151,0.667003202671097,2,23.0,2.0,1,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,1,2,2,2.0,2,2,1,2,1,,2,,2.0,,,,,1.0,2.0,2.0,1.0,2.0,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,2,4,4,4.0,4,3.0,0.0,,0.0,,43.17339526609675
114828,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,191165755,0.34033402082809,2,35.0,2.0,4,1.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,0,0.0,0,1,0,4,4,4,4.0,2,3.0,0.0,,0.0,,13.524731926668965
114829,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,179302811,0.380704654954201,1,53.0,2.0,3,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,0,4,2,4,4.0,2,5.0,0.0,,0.0,,30.94826308247271
114830,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,143451211,0.974542098096511,1,33.0,2.0,5,1.0,2,,,,,2,,,,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,1,1,2,1,,2,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,4,2.0,0.0,,0.0,,18.466175816573596
114831,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,171647257,2.25775908113949,1,63.0,2.0,1,1.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,4,5.0,0.0,,0.0,,55.655482531995865
114832,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,142188027,0.609124059522706,1,52.0,2.0,4,1.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,0,1,2,4,4,4.0,2,5.0,0.0,,0.0,,28.477541137520394
114833,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,178259100,0.33175597981973,2,26.0,2.0,5,1.0,1,1.0,1.0,1.0,1.0,2,,1.0,1.0,,,,,,,,,1,1,2.0,2,2,1,2.0,2,2,2,2,1,,1,3.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,1.0,2.0,,,,,,1.0,,1,1.0,1,1,1,4,4,4,4.0,4,5.0,0.0,0.0,1.0,1.0,35.761229431239805
114834,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,180248419,0.764672841502054,2,79.0,1.0,3,0.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,3.0,2,2,2,2,2,,2,,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,2,,,,,,,,1,1,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,0,4,2,2,4.0,2,2.0,0.0,,0.0,,95.18703365123291
114835,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,160035032,0.836402337236421,2,23.0,2.0,3,1.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2,,2,1,2,2.0,2,1,2,2,2,,2,,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,1,2,4,4,4.0,2,2.0,0.0,,0.0,,43.17339526609675
114836,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,126520820,1.06228931780986,2,22.0,3.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,1,,1,3.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,2,,,,1,2.0,1.0,2.0,,,2.0,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,1,3,4,4.0,4,3.0,0.0,,0.0,,45.644117211049064
114837,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,128585102,2.61434462536248,1,25.0,2.0,4,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,2,2,2,2.0,1,2,2,2,2,,1,4.0,2.0,,,,,2.0,,,,,2,,,,1,2.0,1.0,2.0,,,2.0,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,0,1,1,4,4,4.0,4,5.0,0.0,,0.0,,38.231951376192114
114838,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,126695736,0.30696149444318,1,36.0,2.0,5,1.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2,,1,2,2,2.0,2,1,1,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,1,1,2,4,4,2.0,2,5.0,0.0,,0.0,,11.05400998171665
114839,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,150958391,1.04573785013128,2,22.0,2.0,1,1.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,1,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,0,4,4,4,4.0,2,5.0,0.0,,0.0,,45.644117211049064
114840,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,188298587,0.784168942296556,1,63.0,2.0,1,0.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,2,4,4.0,4,5.0,0.0,,0.0,,55.655482531995865
114841,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,141347323,0.476002671119117,2,53.0,2.0,3,1.0,2,,,,,2,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,1,1,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,,30.94826308247271
114842,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,183889578,1.32957271679148,2,27.0,2.0,5,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,1,0,4,4,4,2.0,2,3.0,0.0,,0.0,,33.29050748628749
114843,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,183868239,1.11520311631523,2,17.0,2.0,2,0.0,2,,,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,2,2,1,2.0,2,1,1,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1,0.0,1,1,1,4,3,4,4.0,4,5.0,0.0,,0.0,,57.99772693581064
114844,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,163215476,0.350309069879928,2,55.0,2.0,1,0.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,1,2,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,1,1.0,2.0,,,2.0,,2.0,,,,,,,2.0,,,,,,,,2.0,,1,0.0,1,1,1,4,1,1,4.0,4,5.0,0.0,,0.0,,35.88970697237734
114845,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,118881001,0.582180905150812,2,33.0,2.0,3,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,1,1,2,2.0,2,2,1,2,1,,2,,1.0,2.0,2.0,2.0,1.0,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,2,2.0,0.0,0.0,1.0,1.0,18.466175816573596
114846,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,197739502,0.701752522220397,1,41.0,2.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,2,,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,2,,,,1,2.0,1.0,2.0,,,2.0,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,0,1,4,4,4.0,4,3.0,0.0,,0.0,,1.2995997430449262
114847,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,126486617,0.413825554760111,1,80.0,2.0,4,1.0,2,,,,,2,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,,2,1,2,2.0,2,2,2,2,2,,1,1.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,0,0.0,0,1,0,4,2,4,4.0,2,5.0,0.0,,0.0,,97.65775559618523
114848,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,181830610,0.398156035061224,2,38.0,2.0,5,1.0,2,,,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,1,1,2.0,2,1,1,2,1,,2,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1,0.0,1,1,1,4,4,4,4.0,2,1.0,0.0,,0.0,,6.1125660918120195
114849,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,115820160,1.43017006303159,1,21.0,1.0,1,1.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,3,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,0,0.0,0,1,0,2,4,4,4.0,4,2.0,0.0,,0.0,,48.11483915600138
114850,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,168978827,0.68042129076385,1,47.0,1.0,4,1.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,2,,1,2,2,2.0,2,1,2,2,1,,1,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,,,1,2,2.0,2.0,1.0,2.0,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,0,0.0,0,1,1,2,2,4,2.0,2,2.0,0.0,,0.0,,16.123931412758818
114851,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,115199217,2.61434462536248,2,66.0,1.0,3,0.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,4,4,4.0,2,5.0,0.0,,0.0,,63.06764836685281
114852,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,145880584,0.449006927513781,2,40.0,2.0,3,1.0,2,,,2.0,2.0,2,,2.0,2.0,,,,,,,,,2,2,,1,2,2,2.0,2,2,2,2,2,,1,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1,0.0,1,1,0,4,4,4,4.0,2,2.0,0.0,,0.0,,1.1711222019073892
114853,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,122269266,1.45455399204302,2,38.0,2.0,4,0.0,2,,,2.0,2.0,2,,2.0,2.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,1,1,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,1,0.0,1,1,1,4,4,4,2.0,2,5.0,0.0,,0.0,,6.1125660918120195
114854,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,155604538,1.82767702782819,1,32.0,2.0,3,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,0,0,4,4,4,4.0,2,5.0,0.0,,0.0,,20.93689776152591
114855,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,120228599,1.56746313366501,1,16.0,2.0,1,0.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,0,4,4,4,4.0,4,4.0,0.0,,0.0,,60.468448880762956
114856,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,127468753,1.710360360145,1,17.0,2.0,3,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,1,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,1,0,4,4,4,2.0,4,5.0,0.0,,0.0,,57.99772693581064
114857,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,200512692,1.61178193861646,1,55.0,2.0,3,1.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2,,1,1,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,1.0,1.0,2.0,,,1,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,2.0,2,2.0,0.0,,0.0,,35.88970697237734
114858,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,173710825,0.776241206867749,2,34.0,2.0,1,1.0,1,1.0,2.0,2.0,2.0,2,,2.0,2.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1,0.0,1,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,,15.99545387162128
114859,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,129400053,0.711342117503825,1,26.0,1.0,5,1.0,2,,,,,2,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,0,0,2,4,4,4.0,4,3.0,0.0,,0.0,,35.761229431239805
114860,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,199350077,1.70292742884875,2,21.0,2.0,4,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,1.0,2,1,2,2,1,1.0,1,2.0,2.0,,,,,1.0,2.0,1.0,,,2,,,,2,,,,,,,,2,1,2.0,2.0,2.0,1.0,,,2.0,,,,,,,2.0,,,,,2.0,2.0,2.0,1.0,,1,0.0,1,1,1,4,4,1,4.0,4,2.0,0.0,,0.0,,48.11483915600138
114861,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,142877217,0.544811324671795,2,18.0,2.0,5,0.0,2,,,,,2,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2,1,2.0,1,2,2,1.0,1,2,2,2,1,2.0,1,2.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,2,2.0,0.0,0.0,1.0,1.0,55.52700499085832
114862,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,149735751,0.787938350413457,2,40.0,3.0,4,1.0,1,1.0,1.0,1.0,1.0,2,,1.0,1.0,,,,,,,,,1,1,2.0,1,1,1,1.0,2,2,2,2,1,2.0,1,3.0,2.0,,,,,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,1.0,1,2.0,1.0,2.0,,,1.0,1.0,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,1.0,1,1,1,1,4,4,4.0,2,2.0,0.0,0.0,1.0,1.0,1.1711222019073892
114863,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,183993573,0.45684304464203,1,51.0,2.0,4,1.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,1,1,2,2.0,2,1,1,2,2,,1,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,1,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,2.0,,0,0.0,0,1,1,2,2,4,4.0,2,2.0,0.0,,0.0,,26.00681919256808
